"id","histopo_uri","nederzetting","type","bron","lat","lon","reden","jaar_gebeurtenis","periode","locatie","eindjaar_min","eindjaar_max"
"79","http://www.histopo.nl/plaats/abe63ce2-4913-53b4-c44d-15faf9ab5b90","Wolfbrandskerke","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 176","51.7914594325","4.67797611509","overstroming","1421 (Sint Elisabethsvloed)","1000 - 1500","bekend","1421","1421"
"80","http://www.histopo.nl/plaats/6cf9f906-0570-e431-d470-c6ed0cbe00d5","Wieldrecht","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 176","51.7675292349","4.64421974756","overstroming","1421 (Sint Elisabethsvloed)","1000 - 1500","bekend","1421","1421"
"81","http://www.histopo.nl/plaats/dfe6f9e6-6a6a-0615-413e-b6fc3c18ac1b","Drimmelen","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 178","51.7102762233","4.79683903332","overstroming, verplaatsing","1421 (Sint Elisabethsvloed)","1000 - 1500","bekend","1421","1421"
"82","http://www.histopo.nl/plaats/dc4b7df6-eaa2-f015-e2c1-87b1f0fe24f7","Broek","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 178","51.7381122471","4.57947992404","overstroming","1421 (Sint Elisabethsvloed)","1000 - 1500","bekend","1421","1421"
"83","http://www.histopo.nl/plaats/e708a5af-77f5-5d68-0a9a-0fe4c71a2214","Honswijk","gehucht","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 179","51.7955001638","4.96643061198","overstroming","1421 (Sint Elisabethsvloed)","1000 - 1500","bekend","1421","1421"
"84","http://www.histopo.nl/plaats/bf63c27c-1ee6-2d37-635e-1e663b3c87bc","Dussen-Muilkerk","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 180","51.7351699646","4.97679313905","overstroming","1421 (Sint Elisabethsvloed)","1000 - 1500","bekend","1421","1421"
"85","http://www.histopo.nl/plaats/0a5aa0c8-da87-f9a9-3e92-1df9a5b81462","Dussen-Munsterkerk 1","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 180","51.7383276246","4.93828267401","overstroming","1421 (Sint Elisabethsvloed)","1000 - 1500","bekend","1421","1421"
"86","http://www.histopo.nl/plaats/19911797-abbd-0cff-7ca7-b37630737e74","Dussen-Munsterkerk 2","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 180","51.7272627106","4.96240523446","oorlog, verplaatsing","1945 (Tweede Wereldoorlog)","1900 - 1950","bekend","1945","1945"
"87","http://www.histopo.nl/plaats/0cfc8cb9-2566-a0d8-cc1f-a1760c360001","Niervaart","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 186","51.6525788309","4.56083244787","overstroming","-","1000 - 1500","bekend","1000","1500"
"88","http://www.histopo.nl/plaats/31112963-e29f-dcb4-fc3e-8c550fd0e547","Ossendrecht","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 190","51.3931812127","4.32235753997","overstroming, oorlog","1570 (Allerheiligenvloed), - (Tachtigjarige Oorlog)","1500 - 1600","bekend","1570","1570"
"89","http://www.histopo.nl/plaats/d017d50a-343d-46c8-e451-a3a8d98465af","Zonzeel","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 192","51.6481942424","4.67759041637","overstroming","1421 (Sint Elisabethsvloed)","1000 - 1500","bekend","1421","1421"
"90","http://www.histopo.nl/plaats/bf4355b0-3390-74e9-0a89-f635d81427e8","Valkenberg","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 194","51.6509430196","4.45326508399","overstroming","-","1000 - 1500","bekend","1000","1500"
"91","http://www.histopo.nl/plaats/7a30e3b1-832d-a81b-1f86-d4f2fdd4ca22","Zache","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 194","51.6479620066","4.3340018633","overstroming","1288 (Sint Aagthenvloed)","1000 - 1500","onbekend","1288","1288"
"92","http://www.histopo.nl/plaats/6dcc8fe9-422a-bf4f-a289-ac58ae9e5a59","Polre","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 194","51.5258391595","4.22998973497","overstroming","1570 (Allerheiligenvloed)","1500 - 1600","bekend","1570","1570"
"93","http://www.histopo.nl/plaats/e59d70e0-02c8-8571-4057-383280701509","Borgvliet","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 196","51.4800793404","4.28630641901","overstroming, oorlog","- (Tachtigjarige Oorlog)","1500 - 1600","bekend","1568","1648"
"94","http://www.histopo.nl/plaats/602f1f22-cf5e-434e-98fd-afded7c45b13","Koeveringe","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 198","51.5551988251","4.27162311503","overstroming","-","1000 - 1500","bekend","1000","1500"
"95","http://www.histopo.nl/plaats/079c68f7-2a04-a14d-db1a-dbaafa911a42","Nieuw-Gastel","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 198","51.6110679474","4.48655681628","oorlog","- (Tachtigjarige Oorlog)","1500 - 1600","bekend","1568","1648"
"96","http://www.histopo.nl/plaats/1dd88acd-18af-5081-c3ba-2be51686a0f7","Hildernisse","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 199","51.4620402366","4.28277068556","overstroming","1570 (Allerheiligenvloed)","1500 - 1600","bekend","1570","1570"
"97","http://www.histopo.nl/plaats/ee31ae61-5778-405f-e73c-b03b1460321f","Lieshout","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 203","51.5094880058","5.58994906873","verplaatsing","-","1000 - 1500","bekend","1000","1500"
"98","http://www.histopo.nl/plaats/462f9cc9-7a5b-96f0-a3a8-961e49a1aedf","Heeze","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 203","51.3682572861","5.5563503704","verplaatsing","-","1600 - 1700","bekend","1600","1700"
"99","http://www.histopo.nl/plaats/ffb37299-7ce7-5055-831c-67fd3a790cf8","Beek","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 204","51.5253633823","5.6271249449","verplaatsing","-","1700 - 1800","bekend","1700","1800"
"100","http://www.histopo.nl/plaats/393f7280-f77c-9ea6-6053-a1019a66c2ae","Stiphout","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 206","51.490525332","5.61258560544","oorlog, verplaatsing","- (Tachtigjarige Oorlog)","1500 - 1600","bekend","1568","1648"
"101","http://www.histopo.nl/plaats/86d0ed9c-7d19-9fb3-3409-cc932ad62aa8","Oostelbeers","dorp","Bert Stulp, Verdwenen Dorpen, boek 2, blz. 209","51.4642449689","5.26616644925","verplaatsing","-","1500 - 1600","bekend","1500","1600"
